教室可容纳学生,教室编号,资源,教室ID
80,70104,多媒体；黑板；黑板刷；粉笔,7-104
200,70105,多媒体；黑板；黑板刷；粉笔,7-105
200,70106,多媒体；黑板；黑板刷；粉笔,7-106
120,70107,多媒体；黑板；黑板刷；粉笔；音乐室,7-107
200,70108,多媒体；黑板；黑板刷；粉笔,7-108
80,70109,多媒体；黑板；黑板刷；粉笔,7-109
80,70110,多媒体；黑板；黑板刷；粉笔,7-110
80,70111,多媒体；黑板；黑板刷；粉笔,7-111
80,70112,多媒体；黑板；黑板刷；粉笔,7-112
200,70201,多媒体；黑板；黑板刷；粉笔,7-201
80,70202,多媒体；黑板；黑板刷；粉笔,7-202
80,70203,多媒体；黑板；黑板刷；粉笔,7-203
80,70204,多媒体；黑板；黑板刷；粉笔,7-204
200,70205,多媒体；黑板；黑板刷；粉笔,7-205
200,70206,多媒体；黑板；黑板刷；粉笔,7-206
120,70207,多媒体；黑板；黑板刷；粉笔；音乐室,7-207
300,70208,多媒体；黑板；黑板刷；粉笔,7-208
80,70209,多媒体；黑板；黑板刷；粉笔,7-209
80,70210,多媒体；黑板；黑板刷；粉笔,7-210
80,70211,多媒体；黑板；黑板刷；粉笔,7-211
80,70212,多媒体；黑板；黑板刷；粉笔,7-212
200,70301,多媒体；黑板；黑板刷；粉笔,7-301
80,70302,多媒体；黑板；黑板刷；粉笔,7-302
80,70303,多媒体；黑板；黑板刷；粉笔,7-303
80,70304,多媒体；黑板；黑板刷；粉笔,7-304
300,70305,多媒体；黑板；黑板刷；粉笔,7-305
200,70306,多媒体；黑板；黑板刷；粉笔,7-306
120,70307,多媒体；黑板；黑板刷；粉笔；音乐室,7-307
300,70308,多媒体；黑板；黑板刷；粉笔,7-308
80,70309,多媒体；黑板；黑板刷；粉笔,7-309
80,70310,多媒体；黑板；黑板刷；粉笔,7-310
80,70311,多媒体；黑板；黑板刷；粉笔,7-311
80,70312,多媒体；黑板；黑板刷；粉笔,7-312
200,70401,多媒体；黑板；黑板刷；粉笔,7-401
80,70402,多媒体；黑板；黑板刷；粉笔,7-402
80,70403,多媒体；黑板；黑板刷；粉笔,7-403
80,70404,多媒体；黑板；黑板刷；粉笔,7-404
300,70405,多媒体；黑板；黑板刷；粉笔,7-405
200,70406,多媒体；黑板；黑板刷；粉笔,7-406
120,70407,多媒体；黑板；黑板刷；粉笔；音乐室,7-407
200,70408,多媒体；黑板；黑板刷；粉笔,7-408
80,70409,多媒体；黑板；黑板刷；粉笔,7-409
80,70410,多媒体；黑板；黑板刷；粉笔,7-410
80,70411,多媒体；黑板；黑板刷；粉笔,7-411
80,70412,多媒体；黑板；黑板刷；粉笔,7-412
200,70501,多媒体；黑板；黑板刷；粉笔,7-501
80,70502,多媒体；黑板；黑板刷；粉笔,7-502
80,70503,多媒体；黑板；黑板刷；粉笔,7-503
80,70504,多媒体；黑板；黑板刷；粉笔,7-504
300,70505,多媒体；黑板；黑板刷；粉笔,7-505
300,70506,多媒体；黑板；黑板刷；粉笔,7-506
120,70507,多媒体；黑板；黑板刷；粉笔；音乐室,7-507
300,70508,多媒体；黑板；黑板刷；粉笔,7-508
80,70509,多媒体；黑板；黑板刷；粉笔,7-509
80,70510,多媒体；黑板；黑板刷；粉笔,7-510
80,70511,多媒体；黑板；黑板刷；粉笔,7-511
80,70512,多媒体；黑板；黑板刷；粉笔,7-512
200,70601,多媒体；黑板；黑板刷；粉笔,7-601
80,70602,多媒体；黑板；黑板刷；粉笔,7-602
80,70603,多媒体；黑板；黑板刷；粉笔,7-603
80,70604,多媒体；黑板；黑板刷；粉笔,7-604
300,70605,多媒体；黑板；黑板刷；粉笔,7-605
200,70606,多媒体；黑板；黑板刷；粉笔,7-606
120,70607,多媒体；黑板；黑板刷；粉笔；音乐室,7-607
200,70608,多媒体；黑板；黑板刷；粉笔,7-608
80,70609,多媒体；黑板；黑板刷；粉笔,7-609
80,70610,多媒体；黑板；黑板刷；粉笔,7-610
80,70611,多媒体；黑板；黑板刷；粉笔,7-611
80,70612,多媒体；黑板；黑板刷；粉笔,7-612
200,70701,多媒体；黑板；黑板刷；粉笔,7-701
80,70702,多媒体；黑板；黑板刷；粉笔,7-702
80,70703,多媒体；黑板；黑板刷；粉笔,7-703
80,70704,多媒体；黑板；黑板刷；粉笔,7-704
300,70705,多媒体；黑板；黑板刷；粉笔,7-705
300,70706,多媒体；黑板；黑板刷；粉笔,7-706
120,70707,多媒体；黑板；黑板刷；粉笔；护理实训室,7-707
300,70708,多媒体；黑板；黑板刷；粉笔,7-708
80,70709,多媒体；黑板；黑板刷；粉笔,7-709
80,70710,多媒体；黑板；黑板刷；粉笔,7-710
80,70711,多媒体；黑板；黑板刷；粉笔,7-711
80,70712,多媒体；黑板；黑板刷；粉笔,7-712
300,80101,多媒体；黑板；黑板刷；粉笔,8-101
80,80102,多媒体；黑板；黑板刷；粉笔,8-102
80,80103,多媒体；黑板；黑板刷；粉笔,8-103
80,80104,多媒体；黑板；黑板刷；粉笔,8-104
300,80105,多媒体；黑板；黑板刷；粉笔,8-105
300,80106,多媒体；黑板；黑板刷；粉笔,8-106
120,80107,多媒体；黑板；黑板刷；粉笔；护理实训室,8-107
200,80108,多媒体；黑板；黑板刷；粉笔,8-108
80,80109,多媒体；黑板；黑板刷；粉笔,8-109
80,80110,多媒体；黑板；黑板刷；粉笔,8-110
80,80111,多媒体；黑板；黑板刷；粉笔,8-111
80,80112,多媒体；黑板；黑板刷；粉笔,8-112
200,80201,多媒体；黑板；黑板刷；粉笔,8-201
80,80202,多媒体；黑板；黑板刷；粉笔,8-202
80,80203,多媒体；黑板；黑板刷；粉笔,8-203
80,80204,多媒体；黑板；黑板刷；粉笔,8-204
300,80205,多媒体；黑板；黑板刷；粉笔,8-205
300,80206,多媒体；黑板；黑板刷；粉笔,8-206
120,80207,多媒体；黑板；黑板刷；粉笔；护理实训室,8-207
300,80208,多媒体；黑板；黑板刷；粉笔,8-208
80,80209,多媒体；黑板；黑板刷；粉笔,8-209
80,80210,多媒体；黑板；黑板刷；粉笔,8-210
80,80211,多媒体；黑板；黑板刷；粉笔,8-211
80,80212,多媒体；黑板；黑板刷；粉笔,8-212
200,80301,多媒体；黑板；黑板刷；粉笔,8-301
80,80302,多媒体；黑板；黑板刷；粉笔,8-302
80,80303,多媒体；黑板；黑板刷；粉笔,8-303
80,80304,多媒体；黑板；黑板刷；粉笔,8-304
300,80305,多媒体；黑板；黑板刷；粉笔,8-305
200,80306,多媒体；黑板；黑板刷；粉笔,8-306
120,80307,多媒体；黑板；黑板刷；粉笔；护理实训室,8-307
200,80308,多媒体；黑板；黑板刷；粉笔,8-308
80,80309,多媒体；黑板；黑板刷；粉笔,8-309
80,80310,多媒体；黑板；黑板刷；粉笔,8-310
80,80311,多媒体；黑板；黑板刷；粉笔,8-311
80,80312,多媒体；黑板；黑板刷；粉笔,8-312
200,80401,多媒体；黑板；黑板刷；粉笔,8-401
80,80402,多媒体；黑板；黑板刷；粉笔,8-402
80,80403,多媒体；黑板；黑板刷；粉笔,8-403
80,80404,多媒体；黑板；黑板刷；粉笔,8-404
300,80405,多媒体；黑板；黑板刷；粉笔,8-405
200,80406,多媒体；黑板；黑板刷；粉笔,8-406
120,80407,多媒体；黑板；黑板刷；粉笔；护理实训室,8-407
200,80408,多媒体；黑板；黑板刷；粉笔,8-408
80,80409,多媒体；黑板；黑板刷；粉笔,8-409
80,80410,多媒体；黑板；黑板刷；粉笔,8-410
80,80411,多媒体；黑板；黑板刷；粉笔,8-411
80,80412,多媒体；黑板；黑板刷；粉笔,8-412
300,80501,多媒体；黑板；黑板刷；粉笔,8-501
80,80502,多媒体；黑板；黑板刷；粉笔,8-502
80,80503,多媒体；黑板；黑板刷；粉笔,8-503
80,80504,多媒体；黑板；黑板刷；粉笔,8-504
300,80505,多媒体；黑板；黑板刷；粉笔,8-505
200,80506,多媒体；黑板；黑板刷；粉笔,8-506
120,80507,多媒体；黑板；黑板刷；粉笔；护理实训室,8-507
300,80508,多媒体；黑板；黑板刷；粉笔,8-508
80,80509,多媒体；黑板；黑板刷；粉笔,8-509
80,80510,多媒体；黑板；黑板刷；粉笔,8-510
80,80511,多媒体；黑板；黑板刷；粉笔,8-511
80,80512,多媒体；黑板；黑板刷；粉笔,8-512
300,80601,多媒体；黑板；黑板刷；粉笔,8-601
80,80602,多媒体；黑板；黑板刷；粉笔,8-602
80,80603,多媒体；黑板；黑板刷；粉笔,8-603
80,80604,多媒体；黑板；黑板刷；粉笔,8-604
300,80605,多媒体；黑板；黑板刷；粉笔,8-605
300,80606,多媒体；黑板；黑板刷；粉笔,8-606
120,80607,多媒体；黑板；黑板刷；粉笔；医学解剖实验室,8-607
200,80608,多媒体；黑板；黑板刷；粉笔,8-608
80,80609,多媒体；黑板；黑板刷；粉笔,8-609
80,80610,多媒体；黑板；黑板刷；粉笔,8-610
80,80611,多媒体；黑板；黑板刷；粉笔,8-611
80,80612,多媒体；黑板；黑板刷；粉笔,8-612
300,90101,多媒体；黑板；黑板刷；粉笔,9-101
80,90102,多媒体；黑板；黑板刷；粉笔,9-102
80,90103,多媒体；黑板；黑板刷；粉笔,9-103
80,90104,多媒体；黑板；黑板刷；粉笔,9-104
200,90105,多媒体；黑板；黑板刷；粉笔,9-105
300,90106,多媒体；黑板；黑板刷；粉笔,9-106
120,90107,多媒体；黑板；黑板刷；粉笔；医学解剖实验室,9-107
300,90108,多媒体；黑板；黑板刷；粉笔,9-108
80,90109,多媒体；黑板；黑板刷；粉笔,9-109
80,90110,多媒体；黑板；黑板刷；粉笔,9-110
80,90111,多媒体；黑板；黑板刷；粉笔,9-111
80,90112,多媒体；黑板；黑板刷；粉笔,9-112
200,90201,多媒体；黑板；黑板刷；粉笔,9-201
80,90202,多媒体；黑板；黑板刷；粉笔,9-202
80,90203,多媒体；黑板；黑板刷；粉笔,9-203
80,90204,多媒体；黑板；黑板刷；粉笔,9-204
300,90205,多媒体；黑板；黑板刷；粉笔,9-205
300,90206,多媒体；黑板；黑板刷；粉笔,9-206
120,90207,多媒体；黑板；黑板刷；粉笔,9-207
200,90208,多媒体；黑板；黑板刷；粉笔,9-208
80,90209,多媒体；黑板；黑板刷；粉笔；电脑机房,9-209
80,90210,多媒体；黑板；黑板刷；粉笔；电脑机房,9-210
80,90211,多媒体；黑板；黑板刷；粉笔；电脑机房,9-211
80,90212,多媒体；黑板；黑板刷；粉笔；电脑机房,9-212
200,90301,多媒体；黑板；黑板刷；粉笔；电脑机房,9-301
80,90302,多媒体；黑板；黑板刷；粉笔；电脑机房,9-302
80,90303,多媒体；黑板；黑板刷；粉笔；电脑机房,9-303
80,90304,多媒体；黑板；黑板刷；粉笔；电脑机房,9-304
200,90305,多媒体；黑板；黑板刷；粉笔；电脑机房,9-305
300,90306,多媒体；黑板；黑板刷；粉笔；电脑机房,9-306
120,90307,多媒体；黑板；黑板刷；粉笔；电脑机房；多媒体,9-307
300,90308,多媒体；黑板；黑板刷；粉笔；电脑机房,9-308
80,90309,多媒体；黑板；黑板刷；粉笔；电脑机房,9-309
80,90310,多媒体；黑板；黑板刷；粉笔；电脑机房,9-310
80,90311,多媒体；黑板；黑板刷；粉笔；电脑机房,9-311
80,90312,多媒体；黑板；黑板刷；粉笔；电脑机房,9-312
200,90401,多媒体；黑板；黑板刷；粉笔；电脑机房,9-401
80,90402,多媒体；黑板；黑板刷；粉笔；电脑机房,9-402
80,90403,多媒体；黑板；黑板刷；粉笔；电脑机房,9-403
80,90404,多媒体；黑板；黑板刷；粉笔；电脑机房,9-404
200,90405,多媒体；黑板；黑板刷；粉笔；电脑机房,9-405
300,90406,多媒体；黑板；黑板刷；粉笔；电脑机房,9-406
120,90407,多媒体；黑板；黑板刷；粉笔；电脑机房；多媒体,9-407
300,90408,多媒体；黑板；黑板刷；粉笔；电脑机房,9-408
80,90409,多媒体；黑板；黑板刷；粉笔；电脑机房,9-409
80,90410,多媒体；黑板；黑板刷；粉笔；电脑机房,9-410
80,90411,多媒体；黑板；黑板刷；粉笔；电脑机房,9-411
80,90412,多媒体；黑板；黑板刷；粉笔；电脑机房,9-412
300,90501,多媒体；黑板；黑板刷；粉笔；电脑机房,9-501
80,90502,多媒体；黑板；黑板刷；粉笔；电脑机房,9-502
80,90503,多媒体；黑板；黑板刷；粉笔；电脑机房,9-503
80,90504,多媒体；黑板；黑板刷；粉笔；电脑机房,9-504
300,90505,多媒体；黑板；黑板刷；粉笔；电脑机房,9-505
200,90506,多媒体；黑板；黑板刷；粉笔；电脑机房,9-506
120,90507,多媒体；黑板；黑板刷；粉笔；电脑机房；多媒体,9-507
300,90508,多媒体；黑板；黑板刷；粉笔；电脑机房,9-508
80,90509,多媒体；黑板；黑板刷；粉笔；电脑机房,9-509
80,90510,多媒体；黑板；黑板刷；粉笔；电脑机房,9-510
80,90511,多媒体；黑板；黑板刷；粉笔；电脑机房,9-511
80,90512,多媒体；黑板；黑板刷；粉笔；电脑机房,9-512
200,90601,多媒体；黑板；黑板刷；粉笔；电脑机房,9-601
80,90602,多媒体；黑板；黑板刷；粉笔；电脑机房,9-602
80,90603,多媒体；黑板；黑板刷；粉笔；电脑机房,9-603
80,90604,多媒体；黑板；黑板刷；粉笔；电脑机房,9-604
300,90605,多媒体；黑板；黑板刷；粉笔；电脑机房,9-605
300,90606,多媒体；黑板；黑板刷；粉笔；机电实训,9-606
120,90607,多媒体；黑板；黑板刷；粉笔；电机实训室,9-607
200,90608,多媒体；黑板；黑板刷；粉笔；机电实训,9-608
80,90609,多媒体；黑板；黑板刷；粉笔；机电实训,9-609
80,90610,多媒体；黑板；黑板刷；粉笔；机电实训,9-610
80,90611,多媒体；黑板；黑板刷；粉笔；机电实训,9-611
80,90612,多媒体；黑板；黑板刷；粉笔；机电实训,9-612
200,100101,多媒体；黑板；黑板刷；粉笔；机电实训,10-101
80,100102,多媒体；黑板；黑板刷；粉笔；机电实训,10-102
80,100103,多媒体；黑板；黑板刷；粉笔；机电实训,10-103
80,100104,多媒体；黑板；黑板刷；粉笔；机电实训,10-104
300,100105,多媒体；黑板；黑板刷；粉笔；机电实训,10-105
200,100106,多媒体；黑板；黑板刷；粉笔；机电实训,10-106
120,100107,多媒体；黑板；黑板刷；粉笔；电机实训室,10-107
200,100108,多媒体；黑板；黑板刷；粉笔；机电实训,10-108
80,100109,多媒体；黑板；黑板刷；粉笔；机电实训,10-109
80,100110,多媒体；黑板；黑板刷；粉笔；机电实训,10-110
80,100111,多媒体；黑板；黑板刷；粉笔；机电实训,10-111
80,100112,多媒体；黑板；黑板刷；粉笔；机电实训,10-112
200,100201,多媒体；黑板；黑板刷；粉笔；机电实训,10-201
80,100202,多媒体；黑板；黑板刷；粉笔；机电实训,10-202
80,100203,多媒体；黑板；黑板刷；粉笔；机电实训,10-203
80,100204,多媒体；黑板；黑板刷；粉笔；机电实训,10-204
300,100205,多媒体；黑板；黑板刷；粉笔,10-205
300,100206,多媒体；黑板；黑板刷；粉笔,10-206
120,100207,多媒体；黑板；黑板刷；粉笔；医学解剖实验室,10-207
300,100208,多媒体；黑板；黑板刷；粉笔,10-208
80,100209,多媒体；黑板；黑板刷；粉笔,10-209
80,100210,多媒体；黑板；黑板刷；粉笔,10-210
80,100211,多媒体；黑板；黑板刷；粉笔,10-211
80,100212,多媒体；黑板；黑板刷；粉笔,10-212
200,100301,多媒体；黑板；黑板刷；粉笔,10-301
80,100302,多媒体；黑板；黑板刷；粉笔,10-302
80,100303,多媒体；黑板；黑板刷；粉笔,10-303
80,100304,多媒体；黑板；黑板刷；粉笔,10-304
200,100305,多媒体；黑板；黑板刷；粉笔,10-305
300,100306,多媒体；黑板；黑板刷；粉笔,10-306
120,100307,多媒体；黑板；黑板刷；粉笔；医学解剖实验室,10-307
200,100308,多媒体；黑板；黑板刷；粉笔,10-308
80,100309,多媒体；黑板；黑板刷；粉笔,10-309
80,100310,多媒体；黑板；黑板刷；粉笔,10-310
80,100311,多媒体；黑板；黑板刷；粉笔,10-311
80,100312,多媒体；黑板；黑板刷；粉笔,10-312
300,100401,多媒体；黑板；黑板刷；粉笔,10-401
80,100402,多媒体；黑板；黑板刷；粉笔,10-402
80,100403,多媒体；黑板；黑板刷；粉笔,10-403
80,100404,多媒体；黑板；黑板刷；粉笔,10-404
200,100405,多媒体；黑板；黑板刷；粉笔,10-405
300,100406,多媒体；黑板；黑板刷；粉笔,10-406
120,100407,多媒体；黑板；黑板刷；粉笔；医学解剖实验室,10-407
200,100408,多媒体；黑板；黑板刷；粉笔,10-408
80,100409,多媒体；黑板；黑板刷；粉笔,10-409
80,100410,多媒体；黑板；黑板刷；粉笔,10-410
80,100411,多媒体；黑板；黑板刷；粉笔,10-411
80,100412,多媒体；黑板；黑板刷；粉笔,10-412
200,100501,多媒体；黑板；黑板刷；粉笔,10-501
80,100502,多媒体；黑板；黑板刷；粉笔,10-502
80,100503,多媒体；黑板；黑板刷；粉笔,10-503
80,100504,多媒体；黑板；黑板刷；粉笔,10-504
300,100505,多媒体；黑板；黑板刷；粉笔,10-505
200,100506,多媒体；黑板；黑板刷；粉笔,10-506
120,100507,多媒体；黑板；黑板刷；粉笔；医学解剖实验室,10-507
300,100508,多媒体；黑板；黑板刷；粉笔,10-508
80,100509,多媒体；黑板；黑板刷；粉笔,10-509
80,100510,多媒体；黑板；黑板刷；粉笔,10-510
80,100511,多媒体；黑板；黑板刷；粉笔,10-511
80,100512,多媒体；黑板；黑板刷；粉笔,10-512
200,110101,多媒体；黑板；黑板刷；粉笔,11-101
80,110102,多媒体；黑板；黑板刷；粉笔,11-102
80,110103,多媒体；黑板；黑板刷；粉笔,11-103
80,110104,多媒体；黑板；黑板刷；粉笔,11-104
300,110105,多媒体；黑板；黑板刷；粉笔,11-105
300,110106,多媒体；黑板；黑板刷；粉笔,11-106
120,110107,多媒体；黑板；黑板刷；粉笔；医学解剖实验室,11-107
300,110108,多媒体；黑板；黑板刷；粉笔,11-108
80,110109,多媒体；黑板；黑板刷；粉笔,11-109
80,110110,多媒体；黑板；黑板刷；粉笔,11-110
80,110111,多媒体；黑板；黑板刷；粉笔,11-111
80,110112,多媒体；黑板；黑板刷；粉笔,11-112
300,110201,多媒体；黑板；黑板刷；粉笔,11-201
80,110202,多媒体；黑板；黑板刷；粉笔,11-202
80,110203,多媒体；黑板；黑板刷；粉笔,11-203
80,110204,多媒体；黑板；黑板刷；粉笔,11-204
200,110205,多媒体；黑板；黑板刷；粉笔,11-205
300,110206,多媒体；黑板；黑板刷；粉笔,11-206
120,110207,多媒体；黑板；黑板刷；粉笔；医学解剖实验室,11-207
300,110208,多媒体；黑板；黑板刷；粉笔,11-208
80,110209,多媒体；黑板；黑板刷；粉笔,11-209
80,110210,多媒体；黑板；黑板刷；粉笔,11-210
80,110211,多媒体；黑板；黑板刷；粉笔,11-211
80,110212,多媒体；黑板；黑板刷；粉笔,11-212
200,110301,多媒体；黑板；黑板刷；粉笔,11-301
80,110302,多媒体；黑板；黑板刷；粉笔,11-302
80,110303,多媒体；黑板；黑板刷；粉笔,11-303
80,110304,多媒体；黑板；黑板刷；粉笔,11-304
300,110305,多媒体；黑板；黑板刷；粉笔,11-305
300,110306,多媒体；黑板；黑板刷；粉笔,11-306
120,110307,多媒体；黑板；黑板刷；粉笔；医学解剖实验室,11-307
200,110308,多媒体；黑板；黑板刷；粉笔,11-308
80,110309,多媒体；黑板；黑板刷；粉笔,11-309
80,110310,多媒体；黑板；黑板刷；粉笔,11-310
80,110311,多媒体；黑板；黑板刷；粉笔,11-311
80,110312,多媒体；黑板；黑板刷；粉笔,11-312
300,110401,多媒体；黑板；黑板刷；粉笔,11-401
80,110402,多媒体；黑板；黑板刷；粉笔,11-402
80,110403,多媒体；黑板；黑板刷；粉笔,11-403
80,110404,多媒体；黑板；黑板刷；粉笔,11-404
200,110405,多媒体；黑板；黑板刷；粉笔,11-405
300,110406,多媒体；黑板；黑板刷；粉笔,11-406
120,110407,多媒体；黑板；黑板刷；粉笔；医学解剖实验室,11-407
300,110408,多媒体；黑板；黑板刷；粉笔,11-408
80,110409,多媒体；黑板；黑板刷；粉笔,11-409
80,110410,多媒体；黑板；黑板刷；粉笔,11-410
80,110411,多媒体；黑板；黑板刷；粉笔,11-411
80,110412,多媒体；黑板；黑板刷；粉笔,11-412
200,110501,多媒体；黑板；黑板刷；粉笔,11-501
80,110502,多媒体；黑板；黑板刷；粉笔,11-502
80,110503,多媒体；黑板；黑板刷；粉笔,11-503
80,110504,多媒体；黑板；黑板刷；粉笔,11-504
200,110505,多媒体；黑板；黑板刷；粉笔,11-505
300,110506,多媒体；黑板；黑板刷；粉笔,11-506
120,110507,多媒体；黑板；黑板刷；粉笔；医学解剖实验室,11-507
200,110508,多媒体；黑板；黑板刷；粉笔,11-508
80,110509,多媒体；黑板；黑板刷；粉笔,11-509
80,110510,多媒体；黑板；黑板刷；粉笔,11-510
80,110511,多媒体；黑板；黑板刷；粉笔,11-511
80,110512,多媒体；黑板；黑板刷；粉笔,11-512
300,120101,多媒体；黑板；黑板刷；粉笔,12-101
80,120102,多媒体；黑板；黑板刷；粉笔,12-102
80,120103,多媒体；黑板；黑板刷；粉笔,12-103
80,120104,多媒体；黑板；黑板刷；粉笔,12-104
300,120105,多媒体；黑板；黑板刷；粉笔,12-105
200,120106,多媒体；黑板；黑板刷；粉笔,12-106
120,120107,多媒体；黑板；黑板刷；粉笔；医学解剖实验室,12-107
200,120108,多媒体；黑板；黑板刷；粉笔,12-108
80,120109,多媒体；黑板；黑板刷；粉笔,12-109
80,120110,多媒体；黑板；黑板刷；粉笔,12-110
80,120111,多媒体；黑板；黑板刷；粉笔,12-111
80,120112,多媒体；黑板；黑板刷；粉笔,12-112
200,120201,多媒体；黑板；黑板刷；粉笔,12-201
80,120202,多媒体；黑板；黑板刷；粉笔,12-202
80,120203,多媒体；黑板；黑板刷；粉笔,12-203
80,120204,多媒体；黑板；黑板刷；粉笔,12-204
200,120205,多媒体；黑板；黑板刷；粉笔,12-205
200,120206,多媒体；黑板；黑板刷；粉笔,12-206
120,120207,多媒体；黑板；黑板刷；粉笔；医学解剖实验室,12-207
200,120208,多媒体；黑板；黑板刷；粉笔,12-208
80,120209,多媒体；黑板；黑板刷；粉笔,12-209
80,120210,多媒体；黑板；黑板刷；粉笔,12-210
80,120211,多媒体；黑板；黑板刷；粉笔,12-211
80,120212,多媒体；黑板；黑板刷；粉笔,12-212
300,120301,多媒体；黑板；黑板刷；粉笔,12-301
80,120302,多媒体；黑板；黑板刷；粉笔,12-302
80,120303,多媒体；黑板；黑板刷；粉笔,12-303
80,120304,多媒体；黑板；黑板刷；粉笔,12-304
300,120305,多媒体；黑板；黑板刷；粉笔,12-305
200,120306,多媒体；黑板；黑板刷；粉笔,12-306
120,120307,多媒体；黑板；黑板刷；粉笔,12-307
300,120308,多媒体；黑板；黑板刷；粉笔,12-308
80,120309,多媒体；黑板；黑板刷；粉笔,12-309
80,120310,多媒体；黑板；黑板刷；粉笔,12-310
80,120311,多媒体；黑板；黑板刷；粉笔,12-311
80,120312,多媒体；黑板；黑板刷；粉笔,12-312
200,120401,多媒体；黑板；黑板刷；粉笔,12-401
80,120402,多媒体；黑板；黑板刷；粉笔,12-402
80,120403,多媒体；黑板；黑板刷；粉笔,12-403
80,120404,多媒体；黑板；黑板刷；粉笔,12-404
300,120405,多媒体；黑板；黑板刷；粉笔,12-405
200,120406,多媒体；黑板；黑板刷；粉笔,12-406
120,120407,多媒体；黑板；黑板刷；粉笔,12-407
200,120408,多媒体；黑板；黑板刷；粉笔,12-408
80,120409,多媒体；黑板；黑板刷；粉笔,12-409
80,120410,多媒体；黑板；黑板刷；粉笔,12-410
80,120411,多媒体；黑板；黑板刷；粉笔,12-411
80,120412,多媒体；黑板；黑板刷；粉笔,12-412
300,120501,多媒体；黑板；黑板刷；粉笔,12-501
80,120502,多媒体；黑板；黑板刷；粉笔,12-502
80,120503,多媒体；黑板；黑板刷；粉笔,12-503
80,120504,多媒体；黑板；黑板刷；粉笔,12-504
300,120505,多媒体；黑板；黑板刷；粉笔,12-505
200,120506,多媒体；黑板；黑板刷；粉笔,12-506
120,120507,多媒体；黑板；黑板刷；粉笔,12-507
300,120508,多媒体；黑板；黑板刷；粉笔,12-508
80,120509,多媒体；黑板；黑板刷；粉笔,12-509
80,120510,多媒体；黑板；黑板刷；粉笔,12-510
80,120511,多媒体；黑板；黑板刷；粉笔,12-511
80,120512,多媒体；黑板；黑板刷；粉笔,12-512
300,120601,多媒体；黑板；黑板刷；粉笔,12-601
80,120602,多媒体；黑板；黑板刷；粉笔,12-602
80,120603,多媒体；黑板；黑板刷；粉笔,12-603
80,120604,多媒体；黑板；黑板刷；粉笔,12-604
200,120605,多媒体；黑板；黑板刷；粉笔,12-605
200,120606,多媒体；黑板；黑板刷；粉笔,12-606
120,120607,多媒体；黑板；黑板刷；粉笔,12-607
300,120608,多媒体；黑板；黑板刷；粉笔,12-608
80,120609,多媒体；黑板；黑板刷；粉笔,12-609
80,120610,多媒体；黑板；黑板刷；粉笔,12-610
80,120611,多媒体；黑板；黑板刷；粉笔,12-611
80,120612,多媒体；黑板；黑板刷；粉笔,12-612
300,130101,多媒体；黑板；黑板刷；粉笔,13-101
80,130102,多媒体；黑板；黑板刷；粉笔,13-102
80,130103,多媒体；黑板；黑板刷；粉笔,13-103
80,130104,多媒体；黑板；黑板刷；粉笔,13-104
300,130105,多媒体；黑板；黑板刷；粉笔,13-105
200,130106,多媒体；黑板；黑板刷；粉笔,13-106
120,130107,多媒体；黑板；黑板刷；粉笔,13-107
300,130108,多媒体；黑板；黑板刷；粉笔,13-108
80,130109,多媒体；黑板；黑板刷；粉笔,13-109
80,130110,多媒体；黑板；黑板刷；粉笔,13-110
80,130111,多媒体；黑板；黑板刷；粉笔；语音室,13-111
80,130112,多媒体；黑板；黑板刷；粉笔；语音室,13-112
300,130201,多媒体；黑板；黑板刷；粉笔；语音室,13-201
80,130202,多媒体；黑板；黑板刷；粉笔；语音室,13-202
80,130203,多媒体；黑板；黑板刷；粉笔；语音室,13-203
80,130204,多媒体；黑板；黑板刷；粉笔；语音室,13-204
300,130205,多媒体；黑板；黑板刷；粉笔；语音室,13-205
300,130206,多媒体；黑板；黑板刷；粉笔；语音室,13-206
120,130207,多媒体；黑板；黑板刷；粉笔；语音室；多媒体,13-207
300,130208,多媒体；黑板；黑板刷；粉笔；语音室,13-208
80,130209,多媒体；黑板；黑板刷；粉笔；语音室,13-209
80,130210,多媒体；黑板；黑板刷；粉笔；语音室,13-210
80,130211,多媒体；黑板；黑板刷；粉笔；语音室,13-211
80,130212,多媒体；黑板；黑板刷；粉笔；语音室,13-212
300,130301,多媒体；黑板；黑板刷；粉笔；语音室,13-301
80,130302,多媒体；黑板；黑板刷；粉笔；语音室,13-302
80,130303,多媒体；黑板；黑板刷；粉笔；语音室,13-303
80,130304,多媒体；黑板；黑板刷；粉笔；语音室,13-304
300,130305,多媒体；黑板；黑板刷；粉笔；语音室,13-305
200,130306,多媒体；黑板；黑板刷；粉笔；语音室,13-306
120,130307,多媒体；黑板；黑板刷；粉笔；语音室；多媒体,13-307
300,130308,多媒体；黑板；黑板刷；粉笔；语音室,13-308
80,130309,多媒体；黑板；黑板刷；粉笔；语音室,13-309
80,130310,多媒体；黑板；黑板刷；粉笔；语音室,13-310
80,130311,多媒体；黑板；黑板刷；粉笔；语音室,13-311
80,130312,多媒体；黑板；黑板刷；粉笔；语音室,13-312
300,130401,多媒体；黑板；黑板刷；粉笔；语音室,13-401
80,130402,多媒体；黑板；黑板刷；粉笔；语音室,13-402
80,130403,多媒体；黑板；黑板刷；粉笔；语音室,13-403
80,130404,多媒体；黑板；黑板刷；粉笔；语音室,13-404
